,months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
406,280,41,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,NO,0,3,YES,53020,9640,9640,33740,N
407,269,45,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,NO,0,0,NO,24200,2200,4400,17600,N
408,275,40,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,NO,1,3,YES,43230,7860,7860,27510,N
409,265,45,250/500,500,972.5,0,FEMALE,College,exec-managerial,unmarried,0,0,Vehicle Theft,NO Collision,Trivial Damage,No Authorities Contacted,3,1,NO,2,3,NO,3190,290,580,2320,N
410,283,43,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,not-in-family,0,-50400,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,9,1,NO,0,3,NO,5850,1300,650,3900,N
411,84,29,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,not-in-family,0,-29900,Parked Car,NO Collision,Trivial Damage,Police,6,1,YES,2,0,YES,6820,620,1240,4960,N
412,247,44,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,22,3,NO,2,2,NO,69480,11580,11580,46320,N
413,56,29,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,10,3,NO,1,2,YES,94560,7880,15760,70920,N
414,210,39,500/1000,1000,984.45,0,MALE,Associate,armed-forces,unmarried,0,0,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,4,1,YES,1,2,NO,7800,780,780,6240,N
415,108,32,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,61270,5570,11140,44560,N
416,328,49,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,19,1,NO,0,2,YES,71440,8930,8930,53580,N
417,186,37,250/500,2000,1628.0,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600,11120,5560,38920,N
418,277,44,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,unmarried,0,0,Vehicle Theft,NO Collision,Trivial Damage,Police,6,1,NO,1,3,NO,5000,1000,500,3500,N
419,138,33,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,own-child,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,NO,95810,14740,14740,66330,N
420,208,41,100/300,1000,1134.68,0,FEMALE,College,tech-support,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,2,2,NO,69300,6930,13860,48510,N
421,147,37,250/500,1000,1306.78,0,MALE,MD,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,NO,1,0,NO,81120,13520,20280,47320,N
422,8,21,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,0,0,NO,91260,14040,14040,63180,N
423,297,48,100/300,1000,1538.6,0,FEMALE,MD,other-service,wife,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,NO,0,0,NO,60600,6060,12120,42420,N
424,150,31,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,husband,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,NO,0,3,YES,64800,6480,12960,45360,Y
425,4,34,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,NO,0,0,NO,66880,6080,12160,48640,Y
426,210,35,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,not-in-family,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,NO,58200,5820,5820,46560,N
427,91,31,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,own-child,63600,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,NO,1,0,NO,60570,6730,6730,47110,N
428,167,36,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,other-relative,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,NO,0,0,NO,69680,8710,8710,52260,Y
429,467,58,500/1000,2000,977.4,0,MALE,Masters,transport-moving,own-child,82200,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,2,1,YES,2,3,NO,55700,5570,11140,38990,N
430,264,47,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,other-relative,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,16,4,YES,1,2,YES,62370,5670,5670,51030,N
431,270,45,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,not-in-family,83200,-53300,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,3,NO,0,0,YES,54340,9880,0,44460,N
432,310,48,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,YES,1,0,NO,55170,6130,6130,42910,Y
433,143,34,100/300,500,1442.27,0,MALE,College,priv-house-serv,wife,67900,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,2,3,YES,58500,11700,5850,40950,N
434,146,32,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,12,1,NO,0,3,NO,59940,6660,6660,46620,N
435,102,28,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,wife,55200,0,Single Vehicle Collision,Side Collision,Total Loss,Police,6,1,NO,1,0,NO,73400,7340,7340,58720,N
436,61,23,100/300,500,1111.72,0,MALE,JD,exec-managerial,other-relative,54600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,6,1,NO,1,2,NO,41850,4650,4650,32550,N
437,255,44,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,not-in-family,68500,0,Parked Car,NO Collision,Trivial Damage,Police,7,1,NO,2,2,NO,6400,640,1280,4480,Y
438,211,40,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,own-child,0,0,Vehicle Theft,NO Collision,Trivial Damage,Police,3,1,NO,1,1,NO,3190,580,290,2320,N
439,61,29,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,unmarried,0,-66000,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,10,1,YES,2,1,YES,5900,590,590,4720,N
440,108,31,500/1000,2000,1175.7,0,MALE,Masters,protective-serv,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,14,1,NO,0,2,NO,57330,6370,6370,44590,N
441,303,50,100/300,500,793.15,0,MALE,MD,tech-support,own-child,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,81960,13660,13660,54640,N
442,152,33,250/500,500,942.51,0,FEMALE,PhD,transport-moving,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,YES,0,0,NO,70400,6400,19200,44800,Y
443,120,34,500/1000,1000,1056.71,0,FEMALE,JD,protective-serv,not-in-family,77900,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,3,1,NO,2,1,NO,3770,580,580,2610,N
444,144,36,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,other-relative,23600,-15600,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,7,1,NO,0,0,NO,7400,740,1480,5180,N
445,414,52,500/1000,500,1335.13,0,FEMALE,High School,farming-fishing,unmarried,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,NO,54810,6090,6090,42630,Y
446,163,37,250/500,500,1178.95,6000000,FEMALE,JD,priv-house-serv,own-child,0,-67300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,49400,4940,9880,34580,N
447,352,53,250/500,500,1793.16,0,MALE,Associate,tech-support,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,YES,2,2,NO,68750,12500,6250,50000,N
448,27,32,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,other-relative,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,1,0,NO,61500,12300,6150,43050,N
449,239,39,100/300,500,1396.83,0,FEMALE,Masters,other-service,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,NO,0,3,NO,76890,6990,13980,55920,N
450,33,32,100/300,500,1402.78,5000000,FEMALE,PhD,other-service,husband,70300,-50300,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,1,NO,56070,6230,12460,37380,N
451,88,30,100/300,1000,1437.88,0,FEMALE,College,transport-moving,husband,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000,14000,0,42000,N
452,101,33,500/1000,1000,1313.64,0,FEMALE,College,priv-house-serv,unmarried,12100,0,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,3,1,YES,1,0,NO,4290,780,390,3120,N
453,20,37,250/500,500,1482.14,0,FEMALE,Associate,transport-moving,husband,33000,-43600,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,NO,2,1,NO,60750,6750,6750,47250,N
454,126,30,250/500,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,not-in-family,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,23,1,NO,2,3,NO,48730,4430,4430,39870,N
455,264,43,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,not-in-family,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,95150,17300,17300,60550,N
456,78,24,100/300,500,1175.51,0,MALE,Masters,craft-repair,husband,0,0,Vehicle Theft,NO Collision,Minor Damage,Police,20,1,NO,0,1,YES,7480,680,680,6120,N
457,123,28,100/300,2000,1836.02,0,MALE,Masters,transport-moving,own-child,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,NO,2,1,YES,79800,13300,6650,59850,Y
458,347,51,500/1000,500,1480.79,9000000,FEMALE,MD,priv-house-serv,unmarried,0,-12100,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,YES,0,2,NO,103560,8630,17260,77670,N
459,163,38,500/1000,2000,1453.92,0,FEMALE,PhD,other-service,other-relative,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,NO,79500,15900,7950,55650,N
460,271,44,250/500,500,1340.71,0,FEMALE,High School,tech-support,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,16,1,NO,2,2,NO,76230,6930,13860,55440,Y
461,410,54,100/300,2000,714.03,0,MALE,MD,protective-serv,own-child,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,9920,9920,39680,N
462,448,57,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,NO,47760,5970,5970,35820,Y
463,218,41,100/300,500,914.22,0,MALE,JD,prof-specialty,wife,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,15380,7690,61520,N
464,43,38,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,other-relative,64400,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,YES,2,2,NO,61650,6850,6850,47950,N
465,33,33,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,NO,2,1,NO,81400,8140,8140,65120,N
466,126,34,100/300,2000,1078.22,0,FEMALE,Masters,transport-moving,wife,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,10620,5310,42480,N
467,411,56,250/500,1000,1595.28,0,FEMALE,College,protective-serv,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,NO,0,0,NO,38610,3510,3510,31590,N
468,225,37,100/300,1000,1217.84,5000000,FEMALE,High School,farming-fishing,not-in-family,49600,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,2,2,NO,57600,9600,9600,38400,N
469,35,35,100/300,2000,1117.42,0,FEMALE,PhD,protective-serv,not-in-family,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190,5910,11820,35460,N
470,460,57,100/300,2000,1567.37,0,FEMALE,JD,craft-repair,husband,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,NO,2,3,NO,58300,5830,11660,40810,Y
471,195,38,500/1000,2000,1294.93,6000000,MALE,MD,tech-support,unmarried,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,7180,0,57440,N
472,360,51,250/500,1000,1152.12,0,MALE,PhD,armed-forces,not-in-family,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,15080,15080,60320,N
473,300,49,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,wife,0,0,Vehicle Theft,NO Collision,Trivial Damage,No Authorities Contacted,3,1,NO,1,0,NO,7080,1180,1180,4720,N
474,245,42,500/1000,1000,1575.74,7000000,MALE,JD,exec-managerial,other-relative,0,-68900,Parked Car,NO Collision,Minor Damage,Police,19,1,NO,2,2,NO,6490,590,1180,4720,Y
475,146,36,500/1000,2000,1233.96,0,FEMALE,Masters,other-service,other-relative,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,5590,5590,44720,N
476,67,29,250/500,1000,1861.43,0,MALE,High School,adm-clerical,husband,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,6380,6380,51040,Y
477,380,56,100/300,1000,1570.86,0,MALE,MD,farming-fishing,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,NO,0,1,YES,58160,7270,7270,43620,Y
478,389,53,500/1000,2000,791.47,0,MALE,Masters,armed-forces,unmarried,0,0,Vehicle Theft,NO Collision,Minor Damage,Police,6,1,NO,1,2,NO,6300,630,1260,4410,Y
479,317,46,250/500,1000,1012.78,0,MALE,MD,sales,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,19020,19020,66570,Y
480,264,44,100/300,500,1047.06,6000000,MALE,College,exec-managerial,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,69850,12700,6350,50800,N
481,20,21,250/500,1000,1390.29,0,FEMALE,Masters,priv-house-serv,other-relative,0,-41200,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,NO,0,0,NO,62900,12580,6290,44030,N
482,116,30,500/1000,500,951.46,0,MALE,JD,handlers-cleaners,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,NO,59670,6630,6630,46410,Y
483,222,40,100/300,1000,1226.78,0,MALE,JD,armed-forces,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,NO,81500,16300,8150,57050,N
484,439,56,100/300,500,1280.9,0,MALE,High School,armed-forces,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,NO,50000,15000,5000,30000,N
485,66,28,100/300,2000,1472.77,0,MALE,Associate,adm-clerical,husband,0,-31700,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,NO,2,1,NO,48290,8780,8780,30730,N
486,128,29,500/1000,1000,1878.44,0,MALE,High School,other-service,husband,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,NO,59070,5370,5370,48330,N
487,69,24,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,NO,0,0,NO,63300,12660,6330,44310,N
488,294,46,100/300,500,1532.8,0,MALE,College,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,65780,11960,11960,41860,N
489,19,29,250/500,500,1304.35,0,MALE,JD,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,NO,75400,11600,11600,52200,Y
490,191,33,500/1000,2000,1551.61,0,MALE,High School,armed-forces,unmarried,45000,-30400,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,3,1,YES,1,1,NO,2250,250,250,1750,N
491,4,39,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,unmarried,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,NO,54120,4510,9020,40590,N
492,298,49,250/500,500,862.92,0,MALE,MD,machine-op-inspct,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,69480,11580,11580,46320,N
493,231,43,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,NO,1,2,NO,66950,10300,10300,46350,N
494,338,47,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,NO,64100,12820,6410,44870,Y
495,261,46,100/300,1000,870.55,0,MALE,PhD,prof-specialty,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,NO,0,3,NO,80280,13380,13380,53520,N
496,321,44,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,husband,0,-39100,Vehicle Theft,NO Collision,Trivial Damage,Police,7,1,NO,1,2,NO,4680,520,0,4160,N
497,0,32,500/1000,1000,1377.04,0,MALE,College,tech-support,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,NO,1,1,NO,39720,6620,6620,26480,N
498,405,58,250/500,500,1237.88,0,MALE,MD,exec-managerial,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,NO,0,0,NO,63580,5780,5780,52020,Y
499,304,49,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,13340,6670,53360,N
500,1,29,500/1000,500,854.58,0,FEMALE,JD,craft-repair,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,NO,2,3,YES,86790,7890,23670,55230,N
501,26,39,250/500,1000,770.76,0,MALE,Masters,tech-support,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,NO,49800,9960,4980,34860,N
502,202,38,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,7040,14080,56320,N
503,289,48,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,NO,1,0,NO,42900,8580,0,34320,N
504,61,26,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,11960,5980,35880,Y
505,334,46,100/300,1000,876.88,6000000,MALE,MD,sales,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,12740,6370,38220,N
506,12,24,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,NO,53370,5930,5930,41510,N
507,86,29,100/300,2000,1409.06,0,MALE,High School,prof-specialty,husband,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,62920,9680,14520,38720,N
508,83,24,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,NO,0,1,NO,61600,6160,12320,43120,N
509,126,30,500/1000,2000,916.13,0,MALE,College,sales,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,6180,12360,55620,N
510,209,38,250/500,500,1191.5,0,MALE,High School,priv-house-serv,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,2,0,NO,80100,8900,8900,62300,N
511,283,48,500/1000,1000,1474.66,0,FEMALE,JD,sales,husband,0,-46200,Parked Car,NO Collision,Trivial Damage,Police,9,1,NO,2,3,NO,6560,820,820,4920,N
512,194,34,250/500,1000,1193.45,0,MALE,JD,other-service,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,NO,2,1,YES,58800,11760,5880,41160,N
513,184,38,250/500,1000,1437.53,0,FEMALE,College,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,NO,0,2,NO,53730,11940,5970,35820,Y
514,479,60,100/300,2000,1304.83,0,FEMALE,College,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,5050,10100,45450,N
515,284,48,250/500,1000,1168.8,0,FEMALE,JD,tech-support,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,0,3,YES,35750,6500,3250,26000,N
516,65,27,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,NO,1,2,YES,42840,3570,7140,32130,N
517,222,39,250/500,1000,1232.72,0,MALE,High School,armed-forces,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,NO,1,0,NO,87960,14660,14660,58640,Y
518,196,41,250/500,2000,1800.76,0,MALE,JD,protective-serv,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,47800,4780,4780,38240,N
519,253,43,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,unmarried,46300,-33000,Vehicle Theft,NO Collision,Trivial Damage,Police,9,1,NO,0,1,NO,3840,640,640,2560,N
520,280,43,100/300,1000,1559.34,0,MALE,JD,transport-moving,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,NO,77000,14000,7000,56000,N
521,5,26,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,NO,88110,16020,16020,56070,N
522,220,42,100/300,1000,1281.72,0,MALE,College,farming-fishing,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,47740,4340,4340,39060,N
523,85,30,100/300,1000,796.35,0,FEMALE,MD,craft-repair,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,5360,10720,42880,N
524,266,46,250/500,500,1270.02,0,FEMALE,Associate,tech-support,own-child,0,-45800,Parked Car,NO Collision,Minor Damage,Police,5,1,NO,1,2,NO,2160,480,240,1440,N
525,41,26,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,own-child,46700,0,Vehicle Theft,NO Collision,Trivial Damage,Police,12,1,YES,1,1,NO,6890,530,1060,5300,N
526,316,45,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,78870,7170,14340,57360,N
527,285,47,100/300,1000,1216.68,0,FEMALE,Masters,sales,other-relative,55100,0,Vehicle Theft,NO Collision,Trivial Damage,Police,8,1,NO,1,1,NO,2700,300,300,2100,N
528,379,54,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,NO,0,1,NO,75960,6330,6330,63300,N
529,15,34,250/500,2000,1586.41,0,FEMALE,High School,sales,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,NO,75570,6870,13740,54960,Y
530,354,48,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,NO,2,3,YES,90240,15040,15040,60160,N
531,342,53,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,NO,0,0,NO,80960,14720,7360,58880,N
532,169,38,100/300,1000,1555.94,0,MALE,PhD,craft-repair,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,6590,13180,59310,N
533,339,49,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,98800,-65300,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,13,1,NO,0,3,NO,6820,1240,620,4960,N
534,259,42,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,5690,11380,45520,N
535,65,23,250/500,1000,1099.95,0,FEMALE,College,sales,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,6550,6550,39300,Y
536,254,46,250/500,2000,1472.43,0,MALE,MD,tech-support,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,3,YES,63580,5780,11560,46240,N
537,440,55,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,6140,6140,49120,N
538,478,63,250/500,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,5,1,YES,1,3,NO,4700,940,470,3290,Y
539,230,44,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,13480,13480,47180,N
540,138,30,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,NO,2,2,NO,83160,6930,13860,62370,N
541,239,41,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,Parked Car,NO Collision,Trivial Damage,Police,22,1,NO,0,2,YES,10790,1660,830,8300,N
