,months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_NO Collision,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_No Authorities Contacted,authorities_contacted_Other,authorities_contacted_Police
358,177,33,1000,1609.67,0,0,-13200,22,1,1,3,82800,20700,13800,48300,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
359,292,44,500,1097.57,0,0,0,12,1,1,0,61700,6170,6170,49360,5,1,7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
360,451,61,2000,1618.65,2000000,0,-42600,3,3,2,1,78100,15620,7810,54670,2,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
361,61,24,500,922.67,0,47400,0,15,3,2,1,65520,9360,9360,46800,1,0,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
362,150,30,1000,1342.02,0,0,0,8,1,0,2,4500,450,450,3600,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
363,283,41,500,1195.01,0,60700,-54300,13,3,0,2,42700,0,6100,36600,1,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
364,291,46,1000,994.74,0,0,-55300,8,1,2,2,5580,620,620,4340,5,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
365,162,31,1000,1050.24,0,30700,0,7,1,0,0,3600,360,720,2520,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
366,154,36,2000,1313.51,7000000,68500,0,9,1,2,0,2800,280,280,2240,2,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
367,289,47,2000,1102.29,0,73000,-37900,15,1,1,0,54000,6000,6000,42000,5,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
368,10,19,1000,1185.78,0,0,-60700,5,1,0,2,48950,4450,8900,35600,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
369,309,47,500,1527.95,0,69400,0,15,4,0,1,77800,15560,15560,46680,5,1,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
370,396,57,1000,1366.39,0,0,-22400,22,3,2,1,52560,11680,5840,35040,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
371,273,41,1000,1403.9,0,0,0,16,2,1,2,44110,4010,8020,32080,5,0,7,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
372,129,30,2000,927.23,0,51500,0,7,1,1,3,74360,13520,6760,54080,5,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
373,140,31,2000,1554.86,6000000,59000,0,2,1,1,2,6120,680,680,4760,2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
374,419,53,2000,736.07,6000000,45700,0,17,4,0,0,62280,5190,10380,46710,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
375,315,44,1000,974.16,6000000,0,-56800,12,3,1,0,26730,4860,4860,17010,2,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
376,72,29,500,973.8,0,0,-85900,9,1,1,0,66200,6620,6620,52960,5,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
377,32,26,2000,1260.32,6000000,0,-79800,16,1,1,2,45500,9100,4550,31850,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
378,230,41,1000,1464.03,0,0,0,19,3,2,0,53040,4420,4420,44200,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
379,157,32,2000,617.11,0,0,-54100,14,3,1,2,50800,10160,5080,35560,1,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
380,265,41,2000,1724.46,6000000,81800,0,18,3,1,3,44200,4420,4420,35360,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
381,47,34,500,1161.31,0,64800,-24300,23,1,1,3,62920,11440,5720,45760,5,0,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
382,113,29,2000,1091.73,0,36100,-42300,15,3,0,2,49950,5550,5550,38850,2,1,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
383,289,46,2000,1209.07,0,0,0,18,1,0,1,56430,6270,6270,43890,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
384,254,41,2000,1241.04,0,0,0,16,1,2,2,100210,18220,18220,63770,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
385,115,30,500,1757.21,0,46400,0,12,3,1,0,49140,5460,5460,38220,5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
386,236,38,1000,802.24,0,0,-62500,16,1,0,1,66840,16710,5570,44560,2,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
387,7,21,1000,1342.72,0,0,-45300,21,1,1,2,62460,6940,6940,48580,5,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
388,208,36,2000,1209.41,5000000,0,0,15,3,0,1,62810,11420,11420,39970,1,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
389,126,33,1000,1141.71,2000000,36700,-73400,21,1,1,2,54160,6770,6770,40620,5,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
390,48,35,500,1090.03,0,0,-51000,1,1,0,2,48400,9680,4840,33880,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
391,297,48,1000,1464.73,3000000,54900,-36700,17,3,0,0,51480,5720,5720,40040,2,1,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
392,160,36,1000,1118.58,0,0,-36600,5,3,2,1,51700,5170,10340,36190,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
393,406,58,2000,1117.04,0,0,-42700,15,3,1,2,65520,10920,5460,49140,2,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
394,157,31,500,1257.83,7000000,40700,-41600,2,4,2,2,47700,4770,9540,33390,5,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
395,146,31,2000,1082.72,0,61400,-57500,3,1,2,0,5220,580,580,4060,2,0,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
396,409,57,1000,1191.8,6000000,55600,0,19,1,1,0,73320,6110,12220,54990,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
397,252,46,1000,1242.02,0,0,-28800,17,1,0,2,74900,14980,7490,52430,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
398,6,27,500,1075.71,0,0,-47400,7,1,0,1,3190,580,290,2320,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
399,103,33,1000,969.88,6000000,0,0,21,1,1,0,76920,12820,6410,57690,1,1,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
400,369,53,2000,1459.93,0,0,0,10,2,1,3,77990,7090,14180,56720,2,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,261,46,1000,1245.61,0,0,0,11,1,1,0,59670,9180,9180,41310,5,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
402,159,33,2000,1462.76,0,69200,-36900,23,3,2,0,44880,8160,4080,32640,1,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
403,344,51,2000,1398.46,0,0,0,14,1,0,2,82830,7530,15060,60240,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
404,437,60,1000,1269.64,0,48800,0,10,1,1,3,84480,7680,15360,61440,5,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
405,65,30,500,1455.65,4000000,0,-66300,6,3,2,3,79800,15960,7980,55860,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
406,280,41,2000,1140.31,0,29300,-64700,10,3,0,3,53020,9640,9640,33740,5,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
407,269,45,500,1330.46,0,54800,-64100,5,3,0,0,24200,2200,4400,17600,5,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
408,275,40,2000,1190.6,0,0,-45300,17,1,1,3,43230,7860,7860,27510,2,1,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
409,265,45,500,972.5,0,0,0,3,1,2,3,3190,290,580,2320,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
410,283,43,2000,1161.91,0,0,-50400,9,1,0,3,5850,1300,650,3900,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
411,84,29,1000,1117.17,0,0,-29900,6,1,2,0,6820,620,1240,4960,2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
412,247,44,2000,1101.51,0,64000,0,22,3,2,2,69480,11580,11580,46320,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
413,56,29,1000,1523.17,0,0,0,10,3,1,2,94560,7880,15760,70920,1,1,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
414,210,39,1000,984.45,0,0,0,4,1,1,2,7800,780,780,6240,5,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
415,108,32,2000,1257.0,4000000,63900,-43700,23,1,1,3,61270,5570,11140,44560,5,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
416,328,49,500,1434.51,0,0,0,19,1,0,2,71440,8930,8930,53580,5,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
417,186,37,2000,1628.0,0,0,0,22,1,1,2,55600,11120,5560,38920,2,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
418,277,44,500,1412.31,0,0,0,6,1,1,3,5000,1000,500,3500,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
419,138,33,500,1362.87,5000000,56900,-56900,6,1,2,0,95810,14740,14740,66330,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
420,208,41,1000,1134.68,0,0,0,18,1,2,2,69300,6930,13860,48510,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
421,147,37,1000,1306.78,0,0,0,22,1,1,0,81120,13520,20280,47320,2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
422,8,21,500,1021.9,0,0,0,21,1,0,0,91260,14040,14040,63180,5,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
423,297,48,1000,1538.6,0,0,-54700,12,1,0,0,60600,6060,12120,42420,1,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
424,150,31,1000,1354.5,0,52800,0,6,3,0,3,64800,6480,12960,45360,5,1,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,4,34,500,1282.93,0,0,0,0,4,0,0,66880,6080,12160,48640,5,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
426,210,35,1000,1346.27,0,44900,-91400,11,1,0,2,58200,5820,5820,46560,5,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427,91,31,1000,1338.4,4000000,63600,0,19,1,1,0,60570,6730,6730,47110,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
428,167,36,1000,949.44,0,0,-38400,22,3,0,0,69680,8710,8710,52260,1,0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
429,467,58,2000,977.4,0,82200,0,2,1,2,3,55700,5570,11140,38990,5,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
430,264,47,2000,1181.46,10000000,0,-67400,16,4,1,2,62370,5670,5670,51030,2,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
431,270,45,500,1187.53,0,83200,-53300,23,3,0,0,54340,9880,0,44460,5,0,7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
432,310,48,1000,845.16,0,0,0,21,1,1,0,55170,6130,6130,42910,1,0,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
433,143,34,500,1442.27,0,67900,0,10,1,2,3,58500,11700,5850,40950,1,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
434,146,32,2000,1276.43,0,0,0,12,1,0,3,59940,6660,6660,46620,1,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
435,102,28,500,1075.41,0,55200,0,6,1,1,0,73400,7340,7340,58720,2,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
436,61,23,500,1111.72,0,54600,0,6,1,1,2,41850,4650,4650,32550,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
437,255,44,2000,814.96,6000000,68500,0,7,1,2,2,6400,640,1280,4480,5,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
438,211,40,1000,1575.86,0,0,0,3,1,1,1,3190,580,290,2320,5,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
439,61,29,1000,1115.27,0,0,-66000,10,1,2,1,5900,590,590,4720,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
440,108,31,2000,1175.7,0,0,0,14,1,0,2,57330,6370,6370,44590,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
441,303,50,500,793.15,0,54600,-45500,17,3,0,3,81960,13660,13660,54640,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
442,152,33,500,942.51,0,0,0,16,1,0,0,70400,6400,19200,44800,2,0,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
443,120,34,1000,1056.71,0,77900,0,3,1,2,1,3770,580,580,2610,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
444,144,36,2000,1255.68,6000000,23600,-15600,7,1,0,0,7400,740,1480,5180,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
445,414,52,500,1335.13,0,44000,-71000,13,1,1,1,54810,6090,6090,42630,5,0,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
446,163,37,500,1178.95,6000000,0,-67300,20,1,2,3,49400,4940,9880,34580,2,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
447,352,53,500,1793.16,0,0,0,23,1,2,2,68750,12500,6250,50000,2,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
448,27,32,500,1008.38,0,37900,0,11,1,1,0,61500,12300,6150,43050,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
449,239,39,500,1396.83,0,0,0,0,4,0,3,76890,6990,13980,55920,1,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450,33,32,500,1402.78,5000000,70300,-50300,2,1,0,1,56070,6230,12460,37380,1,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
451,88,30,1000,1437.88,0,42800,-51200,3,1,2,0,56000,14000,0,42000,1,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
452,101,33,1000,1313.64,0,12100,0,3,1,1,0,4290,780,390,3120,5,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
453,20,37,500,1482.14,0,33000,-43600,15,3,2,1,60750,6750,6750,47250,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
454,126,30,2000,1171.75,0,46500,-42700,23,1,2,3,48730,4430,4430,39870,2,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
455,264,43,2000,1353.33,0,0,-8500,9,3,2,0,95150,17300,17300,60550,5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,78,24,500,1175.51,0,0,0,20,1,0,1,7480,680,680,6120,1,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
457,123,28,2000,1836.02,0,38000,-41200,5,1,2,1,79800,13300,6650,59850,1,1,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
458,347,51,500,1480.79,9000000,0,-12100,15,1,0,2,103560,8630,17260,77670,5,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
459,163,38,2000,1453.92,0,51700,0,13,1,2,3,79500,15900,7950,55650,5,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
460,271,44,500,1340.71,0,0,0,16,1,2,2,76230,6930,13860,55440,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
461,410,54,2000,714.03,0,0,-17000,0,1,0,2,59520,9920,9920,39680,1,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
462,448,57,2000,1376.16,0,38600,-50300,10,3,2,1,47760,5970,5970,35820,1,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
463,218,41,500,914.22,0,37900,-72900,14,3,2,0,84590,15380,7690,61520,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
464,43,38,1000,1601.47,0,64400,0,1,3,2,2,61650,6850,6850,47950,5,1,7,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
465,33,33,1000,1096.79,6000000,45500,-60600,16,1,2,1,81400,8140,8140,65120,5,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
466,126,34,2000,1078.22,0,54500,0,2,3,0,1,58410,10620,5310,42480,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
467,411,56,1000,1595.28,0,0,0,23,3,0,0,38610,3510,3510,31590,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
468,225,37,1000,1217.84,5000000,49600,0,19,3,2,2,57600,9600,9600,38400,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
469,35,35,2000,1117.42,0,0,-51900,23,3,2,2,53190,5910,11820,35460,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
470,460,57,2000,1567.37,0,62500,0,10,1,2,3,58300,5830,11660,40810,1,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
471,195,38,2000,1294.93,6000000,38000,-50300,12,3,1,2,64620,7180,0,57440,5,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,360,51,1000,1152.12,0,0,-62400,15,3,2,0,90480,15080,15080,60320,2,1,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
473,300,49,1000,1441.21,0,0,0,3,1,1,0,7080,1180,1180,4720,1,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
474,245,42,1000,1575.74,7000000,0,-68900,19,1,2,2,6490,590,1180,4720,5,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
475,146,36,2000,1233.96,0,34500,-60600,16,3,1,1,55900,5590,5590,44720,5,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
476,67,29,1000,1861.43,0,60400,-67800,16,1,0,3,63800,6380,6380,51040,2,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
477,380,56,1000,1570.86,0,66000,0,10,1,0,1,58160,7270,7270,43620,1,1,6,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
478,389,53,2000,791.47,0,0,0,6,1,1,2,6300,630,1260,4410,5,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
